ref,brand,kind,source,value_usd,confidence,ts
A13385101B1A1,Breitling,MSRP,watchbase,5000.0,VERIFIED,2026-08-13T12:05:36+00:00
A13385101B1A1,Breitling,MARK,engine_median,2674.82,DERIVED,2026-08-13T12:05:36.604874+00:00
A15316,,MARK,engine_median,1139.92,DERIVED,2026-08-13T12:05:36.604874+00:00
A15991,,MARK,engine_median,227.98,DERIVED,2026-08-13T12:05:36.604874+00:00
A17318101B1A1,Breitling,MSRP,watchbase,4700.0,VERIFIED,2026-08-13T12:05:36+00:00
A17318101B1A1,Breitling,MARK,engine_median,2171.2,DERIVED,2026-08-13T12:05:36.604874+00:00
A17319101I1A1,,MARK,engine_median,2371.38,DERIVED,2026-08-14T21:47:56.498486+00:00
A17326,Breitling,MARK,manual_check,3335.0,VERIFIED,2026-08-09
A17326,Breitling,MARK,engine_median,3047.26,DERIVED,2026-08-21T21:45:15.687735+00:00
A17327,Breitling,MARK,manual_check,3640.0,VERIFIED,2026-08-09
A17327211G1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17327211G1P1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17327361L1A1,Breitling,MARK,manual_check,3750.0,EST,2026-06
A17327361L1A1,Breitling,MSRP,watchbase,5300.0,VERIFIED,2026-08-13T12:05:36+00:00
A17327361L1A1,Breitling,MARK,engine_median,3278.79,DERIVED,2026-08-13T12:05:36.604874+00:00
A17327361L1P1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17327381B1A1,Breitling,MARK,manual_check,3750.0,EST,2026-06
A17327381B1A1,Breitling,MSRP,watchbase,5750.0,VERIFIED,2026-08-13T12:05:36+00:00
A17327381B1A1,Breitling,MARK,engine_median,3278.79,DERIVED,2026-08-13T12:05:36.604874+00:00
A17327381B1P1,Breitling,MARK,engine_median,5301.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17328,Breitling,MARK,manual_check,2876.0,VERIFIED,2026-08-09
A17328101B1A1,Breitling,MSRP,watchbase,5200.0,VERIFIED,2026-08-13T12:05:36+00:00
A17328101B1A1,Breitling,MARK,engine_median,2954.61,DERIVED,2026-08-13T12:05:36.604874+00:00
A17328101C1X1,Breitling,MARK,engine_median,3394.2,DERIVED,2026-08-13T12:05:36.604874+00:00
A17328101L1X1,Breitling,MARK,engine_median,4557.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17329,Breitling,MARK,manual_check,3969.0,VERIFIED,2026-08-09
A17329,Breitling,MARK,engine_median,3390.54,DERIVED,2026-08-13T12:05:36.604874+00:00
A17329161C1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17329171C1A1,Breitling,MSRP,watchbase,5600.0,VERIFIED,2026-08-13T12:05:36+00:00
A17329171C1A1,Breitling,MARK,engine_median,3346.33,DERIVED,2026-08-13T12:05:36.604874+00:00
A17329371L1P1,Breitling,MSRP,watchbase,5850.0,VERIFIED,2026-08-13T12:05:36+00:00
A17329371L1P1,Breitling,MARK,engine_median,3402.28,DERIVED,2026-08-13T12:05:36.604874+00:00
A17331101I1A1,Breitling,MARK,engine_median,2171.2,DERIVED,2026-08-13T12:05:36.604874+00:00
A17356,Breitling,MARK,manual_check,7067.0,VERIFIED,2026-08-09
A17356531C1A1,Breitling,MARK,engine_median,11160.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17375,Breitling,MARK,manual_check,3183.0,VERIFIED,2026-08-09
A17375,,MARK,engine_median,2731.69,DERIVED,2026-08-13T22:07:35.994213+00:00
A17375211B2S2,Breitling,MARK,engine_median,5301.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17375E71C1A1,Breitling,MARK,engine_median,3899.3,DERIVED,2026-08-13T12:05:36.604874+00:00
A17375E71G1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17375E71G1S1,Breitling,MARK,engine_median,5301.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17376,Breitling,MARK,manual_check,3160.0,VERIFIED,2026-08-09
A17376,Breitling,MSRP,watchbase,5700.0,VERIFIED,2026-08-13T12:05:36+00:00
A17376,,MARK,engine_median,2871.36,DERIVED,2026-08-13T12:05:36.604874+00:00
A17376211B1A1,Breitling,MARK,engine_median,5487.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17376211B1S1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17376211C1S1,Breitling,MARK,engine_median,4340.47,DERIVED,2026-08-13T12:05:36.604874+00:00
A17376211L2A1,,MARK,seed_kb,2850.0,EST,2026-08-13T12:05:36+00:00
A17376211L2S2,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17376A31L1A1,Breitling,MARK,engine_median,4469.08,DERIVED,2026-08-13T12:05:36.604874+00:00
A17376A31L1A1,Breitling,MARK,engine_median,5487.0,DERIVED,2026-08-13T22:07:35.994213+00:00
A17376A31L1A1,Breitling,MARK,engine_median,4469.08,DERIVED,2026-08-16T10:01:25.617322+00:00
A17376A31L1A1,Breitling,MARK,engine_median,5487.0,DERIVED,2026-08-17T21:49:35.588367+00:00
A17376A31L1A1,Breitling,MARK,engine_median,4469.08,DERIVED,2026-08-19T21:47:49.086150+00:00
A17376A31L1A1,Breitling,MARK,engine_median,5487.0,DERIVED,2026-08-20T04:37:33.725646+00:00
A17376A31L1A1,Breitling,MARK,engine_median,4469.08,DERIVED,2026-08-21T21:45:15.687735+00:00
A17376A31L1S1,Breitling,MARK,engine_median,5301.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17377,Breitling,MARK,manual_check,3133.0,VERIFIED,2026-08-09
A17377,Breitling,MARK,engine_median,2158.17,DERIVED,2026-08-14T21:47:56.498486+00:00
A17377211A1A1,Breitling,MARK,engine_median,2999.98,DERIVED,2026-08-13T12:05:36.604874+00:00
A17377211A1S1,Breitling,MARK,engine_median,2999.98,DERIVED,2026-08-13T12:05:36.604874+00:00
A17377211C1A1,Breitling,MARK,engine_median,3986.16,DERIVED,2026-08-13T12:05:36.604874+00:00
A17377211C1A1,Breitling,MARK,engine_median,5440.5,DERIVED,2026-08-13T22:07:35.994213+00:00
A17377211C1A1,Breitling,MARK,engine_median,3986.16,DERIVED,2026-08-16T10:01:25.617322+00:00
A17377211C1A1,Breitling,MARK,engine_median,5440.5,DERIVED,2026-08-17T21:49:35.588367+00:00
A17377211C1A1,Breitling,MARK,engine_median,3986.16,DERIVED,2026-08-19T21:47:49.086150+00:00
A17377211C1A1,Breitling,MARK,engine_median,5440.5,DERIVED,2026-08-20T04:37:33.725646+00:00
A17377211C1A1,Breitling,MARK,engine_median,3986.16,DERIVED,2026-08-21T21:45:15.687735+00:00
A17377211C1S1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17377211O1S1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17378211B1S1,Breitling,MSRP,watchbase,5700.0,VERIFIED,2026-08-13T12:05:36+00:00
A17378211B1S1,Breitling,MARK,engine_median,2786.75,DERIVED,2026-08-13T12:05:36.604874+00:00
A17378E71C1S1,Breitling,MARK,engine_median,5301.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A17388,Breitling,MARK,manual_check,1918.0,VERIFIED,2026-08-09
A17388,,MARK,engine_median,1488.75,DERIVED,2026-08-14T21:47:56.498486+00:00
A17395,Breitling,MARK,manual_check,2671.0,VERIFIED,2026-08-09
A17395,,MARK,engine_median,1818.41,DERIVED,2026-08-14T21:47:56.498486+00:00
A20457,,MARK,engine_median,227.98,DERIVED,2026-08-13T12:05:36.604874+00:00
A22322,,MARK,engine_median,7424.1,DERIVED,2026-08-13T12:05:36.604874+00:00
A23310121G1X1,Breitling,MARK,engine_median,3952.5,DERIVED,2026-08-13T12:05:36.604874+00:00
A23311,Breitling,MARK,manual_check,4517.0,VERIFIED,2026-08-09
A23340,Breitling,MARK,manual_check,3923.0,VERIFIED,2026-08-09
A233801A1C1X1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A233802A1L1A1,Breitling,MARK,engine_median,5905.5,DERIVED,2026-08-13T12:05:36.604874+00:00
A233802A1L1X1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A233803A1B1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A24315101B1A1,Breitling,MARK,engine_median,4858.12,DERIVED,2026-08-13T12:05:36.604874+00:00
A24315101B1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-14T21:47:56.498486+00:00
A24315101B1A1,Breitling,MARK,engine_median,4858.12,DERIVED,2026-08-16T10:01:25.617322+00:00
A24315101B1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-18T21:46:17.264769+00:00
A24315101B1A1,Breitling,MARK,engine_median,4858.12,DERIVED,2026-08-19T21:47:49.086150+00:00
A24315101B1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-20T04:37:33.725646+00:00
A24315101B1X1,Breitling,MARK,engine_median,5012.05,DERIVED,2026-08-13T12:05:36.604874+00:00
A24315101B1X2,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A24315101C1A1,Breitling,MARK,engine_median,4858.12,DERIVED,2026-08-13T12:05:36.604874+00:00
A25363,Breitling,MARK,manual_check,3524.0,VERIFIED,2026-08-09
A32310,Breitling,MARK,manual_check,4004.0,VERIFIED,2026-08-09
A32310171C1P1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A32310211G1A1,Breitling,MARK,engine_median,6370.5,DERIVED,2026-08-13T12:05:36.604874+00:00
A32310251B1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A32310251B1P1,Breitling,MARK,engine_median,5998.5,DERIVED,2026-08-13T12:05:36.604874+00:00
A32320101B1A1,Breitling,MARK,engine_median,5440.5,DERIVED,2026-08-13T12:05:36.604874+00:00
A32320101C1A1,Breitling,MARK,engine_median,5440.5,DERIVED,2026-08-13T12:05:36.604874+00:00
A3239011,Breitling,MARK,engine_median,2674.82,DERIVED,2026-08-13T12:05:36.604874+00:00
A32397101B1A1,,MARK,engine_median,2429.87,DERIVED,2026-08-14T21:47:56.498486+00:00
A32398,Breitling,MARK,manual_check,4160.0,VERIFIED,2026-08-09
A32398,Breitling,MARK,engine_median,4278.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A32398101A1A1,Breitling,MSRP,watchbase,6700.0,VERIFIED,2026-08-13T12:05:36+00:00
A32398101A1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A32398101B1A1,Breitling,MARK,engine_median,6231.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A32398101C1A1,Breitling,MARK,engine_median,6231.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A32398A11L1A1,Breitling,MARK,engine_median,6231.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A32398B61K1A1,Breitling,MARK,engine_median,6417.0,DERIVED,2026-08-13T12:05:36.604874+00:00
A35340,Breitling,MARK,engine_median,3098.25,DERIVED,2026-08-13T12:05:36.604874+00:00
A39022,Breitling,MARK,engine_median,3390.54,DERIVED,2026-08-13T12:05:36.604874+00:00
A41315,Breitling,MARK,engine_median,3969.26,DERIVED,2026-08-13T12:05:36.604874+00:00
A4136012,,MARK,engine_median,2759.51,DERIVED,2026-08-14T21:47:56.498486+00:00
A68362,,MARK,engine_median,1653.59,DERIVED,2026-08-14T21:47:56.498486+00:00
A71356LA,,MARK,engine_median,2206.56,DERIVED,2026-08-14T21:47:56.498486+00:00
A72310,Breitling,MARK,engine_median,2630.59,DERIVED,2026-08-13T12:05:36.604874+00:00
A73380,,MARK,engine_median,1541.92,DERIVED,2026-08-14T21:47:56.498486+00:00
A7338811,Breitling,MARK,engine_median,1723.52,DERIVED,2026-08-13T12:05:36.604874+00:00
A77310,Breitling,MARK,manual_check,2862.0,VERIFIED,2026-08-09
A77320,Breitling,MARK,manual_check,3136.0,VERIFIED,2026-08-09
A77320D91K1A1,Breitling,MARK,engine_median,4836.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB011012,Breitling,MARK,engine_median,2455.22,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01181A1Q1X2,,MARK,engine_median,5136.51,DERIVED,2026-08-13T22:07:35.994213+00:00
AB0118221C1P1,Breitling,MARK,engine_median,7328.4,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101B2A1,,MARK,engine_median,4339.65,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101B3A1,Breitling,MARK,engine_median,4676.6,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101C1A1,Breitling,MARK,engine_median,8974.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101C1S1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101G1A1,Breitling,MARK,engine_median,8974.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101G1S2,Breitling,MARK,engine_median,8649.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101K1S1,Breitling,MARK,engine_median,8649.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0134101L2S1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1B1A1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1B1S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1C1S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1C4S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1C7S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1CCA1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1K1A1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1K1S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1K5A1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1K5S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1L1A1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1L2A1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1L3S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1L4S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01342B1L5S1,Breitling,MARK,engine_median,8556.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0136,Breitling,MARK,manual_check,5305.0,VERIFIED,2026-08-09
AB0136161C1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0136161C1S1,Breitling,MARK,engine_median,9904.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01361C1K1A1,Breitling,MARK,engine_median,930.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0136251B1A1,Breitling,MARK,engine_median,10276.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0136251B1A2,Breitling,MARK,engine_median,6230.07,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0136251B1S1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0137,Breitling,MARK,manual_check,6013.0,VERIFIED,2026-08-09
AB0137211B1A1,Breitling,MARK,engine_median,9951.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0137211B1P1,Breitling,MARK,engine_median,9579.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0137211C1P1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0137241L1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0138,Breitling,MARK,manual_check,6176.0,VERIFIED,2026-08-09
AB01381E1G1P1,Breitling,MARK,engine_median,8183.07,DERIVED,2026-08-21T21:45:15.687735+00:00
AB0138211B1P1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0138241C1P1,Breitling,MARK,engine_median,9579.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0138241G1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0138241K1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0139,Breitling,MARK,manual_check,6405.0,VERIFIED,2026-08-09
AB0139211B1A1,Breitling,MARK,engine_median,9951.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0139211B1P1,Breitling,MARK,engine_median,9579.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0139211G1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0139211G1P1,Breitling,MARK,engine_median,9579.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0139211L1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0139211L1P1,Breitling,MARK,engine_median,9579.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0139241C1A1,Breitling,MARK,engine_median,9951.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0145,Breitling,MARK,manual_check,5451.0,VERIFIED,2026-08-09
AB0145171C1P1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0145211G1P1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0145221B1P1,Breitling,MARK,engine_median,9067.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0146101B1A1,Breitling,MARK,engine_median,4259.31,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0146101B1A1,Breitling,MARK,engine_median,6975.0,DERIVED,2026-08-14T21:47:56.498486+00:00
AB0146101B1A1,Breitling,MARK,engine_median,4259.31,DERIVED,2026-08-16T10:01:25.617322+00:00
AB0146101B1A1,Breitling,MARK,engine_median,6975.0,DERIVED,2026-08-20T04:37:33.725646+00:00
AB0146101B1A1,Breitling,MARK,engine_median,4259.31,DERIVED,2026-08-21T21:45:15.687735+00:00
AB0146101B1X1,Breitling,MARK,engine_median,6649.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0146101C1X1,Breitling,MARK,engine_median,6649.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0147,Breitling,MARK,manual_check,4363.0,VERIFIED,2026-08-09
AB0147101A1A1,Breitling,MSRP,watchbase,7450.0,VERIFIED,2026-08-13T12:05:36+00:00
AB0147101A1A1,Breitling,MARK,engine_median,3905.92,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0147101A1X1,Breitling,MARK,manual_check,4345.0,EST,2026-07
AB0147101A1X1,Breitling,MSRP,watchbase,7150.0,VERIFIED,2026-08-13T12:05:36+00:00
AB0147101A1X1,Breitling,MARK,engine_median,6649.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0147101B1A1,Breitling,MSRP,watchbase,7450.0,VERIFIED,2026-08-13T12:05:36+00:00
AB0147101B1A1,Breitling,MARK,engine_median,4185.71,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0147101B1X1,Breitling,MSRP,watchbase,7150.0,VERIFIED,2026-08-13T12:05:36+00:00
AB0147101B1X1,Breitling,MARK,engine_median,3793.99,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0147101C1X1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0147101L1A1,Breitling,MSRP,watchbase,7450.0,VERIFIED,2026-08-13T12:05:36+00:00
AB0147101L1A1,Breitling,MARK,engine_median,6928.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0147101L1X1,Breitling,MSRP,watchbase,7150.0,VERIFIED,2026-08-13T12:05:36+00:00
AB0147101L1X1,Breitling,MARK,engine_median,3793.99,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0156161C1A1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0156361L1A1,Breitling,MARK,engine_median,8928.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0158101A1A1,Breitling,MARK,engine_median,9207.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0158101C1A1,Breitling,MARK,engine_median,6267.36,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0158101L1A1,Breitling,MARK,engine_median,930.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0162121G1S1,,MARK,seed_kb,3600.0,EST,2026-08-13T12:05:36+00:00
AB0162121G1S1,,MARK,engine_median,3360.79,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0176,Breitling,MARK,manual_check,4516.0,VERIFIED,2026-08-09
AB01761A1K1X1,Breitling,MARK,engine_median,7114.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01762A1L1X1,Breitling,MARK,engine_median,7114.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01763A1C1A1,Breitling,MARK,engine_median,4465.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01764A1C1X1,Breitling,MARK,engine_median,7114.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01765A1B1X1,Breitling,MARK,engine_median,7114.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01766A1A1X1,Breitling,MARK,engine_median,7114.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01767A1C1X1,Breitling,MARK,engine_median,7486.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01768A1A1X1,Breitling,MARK,engine_median,7486.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01771A1B1X1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01771A1L1X1,Breitling,MARK,engine_median,7486.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01772A1G1X1,Breitling,MARK,engine_median,7486.5,DERIVED,2026-08-13T12:05:36.604874+00:00
AB01774A1B1X1,Breitling,MARK,engine_median,7337.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB04451A1C1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB04451A1C1X1,Breitling,MARK,engine_median,10509.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB04452A1L1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB04453A1B1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB0920,Breitling,MARK,manual_check,5036.0,VERIFIED,2026-08-09
AB1510,Breitling,MARK,manual_check,6753.0,VERIFIED,2026-08-09
AB2010161C1A1,Breitling,MARK,engine_median,3276.8,DERIVED,2026-08-21T21:45:15.687735+00:00
AB2010161C1S1,Breitling,MSRP,watchbase,5800.0,VERIFIED,2026-08-13T12:05:36+00:00
AB2010161C1S1,Breitling,MARK,engine_median,2506.95,DERIVED,2026-08-13T12:05:36.604874+00:00
AB2020121B1S1,Breitling,MSRP,watchbase,5400.0,VERIFIED,2026-08-13T12:05:36+00:00
AB2020121B1S1,Breitling,MARK,engine_median,2450.99,DERIVED,2026-08-13T12:05:36.604874+00:00
AB2020121L1A1,Breitling,MSRP,watchbase,5150.0,VERIFIED,2026-08-13T12:05:36+00:00
AB2020121L1A1,Breitling,MARK,engine_median,2730.78,DERIVED,2026-08-13T12:05:36.604874+00:00
AB202016,Breitling,MARK,engine_median,3813.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB2020161C1A1,Breitling,MSRP,watchbase,5150.0,VERIFIED,2026-08-13T12:05:36+00:00
AB2020161C1A1,Breitling,MARK,engine_median,2436.31,DERIVED,2026-08-13T12:05:36.604874+00:00
AB2020161C1S1,TAG Heuer,MARK,engine_median,2536.2,DERIVED,2026-08-14T21:47:56.498486+00:00
AB2510,Breitling,MARK,manual_check,8286.0,VERIFIED,2026-08-09
AB3110241B1A1,Breitling,MARK,engine_median,6324.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3110241B1S1,Breitling,MARK,engine_median,6045.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3110361L1A1,Breitling,MARK,engine_median,6324.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3110361L1S1,Breitling,MARK,engine_median,6045.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3111161C1S1,Breitling,MARK,engine_median,6045.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3111241B1A1,Breitling,MARK,engine_median,6324.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3111241B1S1,Breitling,MARK,engine_median,6045.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3111361L1S1,Breitling,MARK,engine_median,6045.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3112241B1S1,Breitling,MSRP,watchbase,6500.0,VERIFIED,2026-08-13T12:05:36+00:00
AB3112241B1S1,Breitling,MARK,engine_median,4073.78,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3112361L1A1,Breitling,MARK,engine_median,4352.9,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3113171L1A1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3113171L1X1,Breitling,MARK,engine_median,465.0,DERIVED,2026-08-13T12:05:36.604874+00:00
AB3114101C1A1,Breitling,MSRP,watchbase,7200.0,VERIFIED,2026-08-13T12:05:36+00:00
AB3114101C1A1,Breitling,MARK,engine_median,4308.81,DERIVED,2026-08-13T12:05:36.604874+00:00
B52345,,MARK,engine_median,2206.56,DERIVED,2026-08-14T21:47:56.498486+00:00
BAL750,Grand Seiko,MARK,engine_median,29.82,DERIVED,2026-08-13T12:05:36.604874+00:00
BAL751,Grand Seiko,MARK,engine_median,29.82,DERIVED,2026-08-13T12:05:36.604874+00:00
BAL756,Grand Seiko,MARK,engine_median,29.82,DERIVED,2026-08-13T12:05:36.604874+00:00
BAL758,Grand Seiko,MARK,engine_median,29.82,DERIVED,2026-08-13T12:05:36.604874+00:00
BAM155,Grand Seiko,MARK,engine_median,23.38,DERIVED,2026-08-13T12:05:36.604874+00:00
BAM156,Grand Seiko,MARK,engine_median,32.74,DERIVED,2026-08-13T12:05:36.604874+00:00
BAM161,Grand Seiko,MARK,engine_median,39.16,DERIVED,2026-08-13T12:05:36.604874+00:00
BAM162,Grand Seiko,MARK,engine_median,47.35,DERIVED,2026-08-13T12:05:36.604874+00:00
BAM163,Grand Seiko,MARK,engine_median,23.38,DERIVED,2026-08-13T12:05:36.604874+00:00
BAR697,Grand Seiko,MARK,engine_median,29.82,DERIVED,2026-08-13T12:05:36.604874+00:00
BAR698,Grand Seiko,MARK,engine_median,60.79,DERIVED,2026-08-13T12:05:36.604874+00:00
BB38BSLDCHN,Bulgari,MSRP,watchbase,7500.0,VERIFIED,2026-08-13T12:05:36+00:00
BB38BSSDCH,Bulgari,MSRP,watchbase,8400.0,VERIFIED,2026-08-13T12:05:36+00:00
