ref,mark_usd,mark_source,confidence,n_sources,spread_pct,as_of,msrp_usd
220.20.41.21.02.001,8730.0,manual_check,VERIFIED,2,60.9,2026-08-08,15100.0
220.20.41.21.06.001,14043.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.23.38.20.59.001,12276.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.23.38.20.60.001,12648.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.25.30.20.55.001,19158.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.30.43.22.10.001,11439.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.32.38.20.03.001,7254.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.32.41.21.03.001,7254.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.32.43.22.10.001,11253.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.30.20.08.001,34131.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.30.20.09.001,34131.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.34.20.02.001,36735.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.34.20.08.001,36735.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.34.20.09.001,36735.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.38.20.03.001,39246.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.38.20.08.001,39246.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.38.20.10.001,39246.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.41.21.10.001,43245.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.50.43.22.02.001,52917.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.52.41.21.03.001,24273.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.52.41.21.10.001,24645.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.53.34.20.10.001,19251.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.53.38.20.10.001,20925.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.55.30.20.55.001,42315.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.55.30.20.60.001,41943.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.55.30.20.61.001,41943.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.55.34.20.60.001,46779.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.55.34.20.99.001,26654.13,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.55.38.20.09.001,45477.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.55.38.20.99.001,53754.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.58.38.20.55.002,34596.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.92.41.21.03.002,53754.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
220.92.43.22.99.001,13020.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2200.50,3356.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2201.50,3747.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2201.51,3487.0,manual_check,VERIFIED,1,0.0,2026-08-09,
22013,483507.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2208.50,3263.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2209.50,3134.0,manual_check,VERIFIED,1,0.0,2026-08-09,
221.10.42.40.01.001,2483.03,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2210.50,4003.0,manual_check,VERIFIED,1,0.0,2026-08-09,
222.30.46.20.01.001,4013.36,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
222.32.38.50.01.001,2196.83,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2220.80,3402.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2221.80,2597.0,manual_check,VERIFIED,1,0.0,2026-08-09,
222180,2884.0,dealer_crawl,EST,1,0.0,2026-08-18T21:46:30+00:00,
2222.80,2932.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2225.80,2886.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2226.80,4692.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2234.50,2973.0,manual_check,VERIFIED,1,0.0,2026-08-09,
224270,8563.0,manual_check,VERIFIED,2,2.6,2026-08-09,8350.0
2252.50,2890.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2254.50,3394.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2255.80,2745.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2262.50,2234.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2263.80,1745.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2264.50,2454.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2265.80,2130.0,manual_check,VERIFIED,1,0.0,2026-08-09,
226570,10932.0,manual_check,VERIFIED,3,38.7,2026-08-09,10600.0
226627,24586.0,manual_check,VERIFIED,2,7.8,2026-08-09,15250.0
226658,32435.0,manual_check,VERIFIED,2,1.8,2026-08-09,36300.0
226659,27340.0,manual_check,VERIFIED,2,7.3,2026-08-09,
226668TBR,96454.84,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
226679TBRBK,73337.57,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
227.32.55.21.03.001,14973.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,14300.0
228206,65366.08,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228235,52047.0,manual_check,VERIFIED,2,21.7,2026-08-09,
228236,77939.0,manual_check,VERIFIED,1,0.0,2026-08-09,
228236A,78917.6,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228238,49893.0,manual_check,VERIFIED,2,9.8,2026-08-09,48150.0
228238A,47818.22,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,52000.0
228238ABK,58351.19,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228239,43126.0,manual_check,VERIFIED,2,0.9,2026-08-09,
228345RBR,69653.0,manual_check,VERIFIED,2,3.6,2026-08-09,
228348,68584.0,manual_check,VERIFIED,1,0.0,2026-08-09,
228348RBR,68979.82,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,75450.0
228349,60902.0,manual_check,VERIFIED,1,0.0,2026-08-09,
228349RBR,71902.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228349RBRBK,47722.56,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228349RBRBL,54737.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228396,112499.0,manual_check,VERIFIED,1,0.0,2026-08-09,
228396TBR,87101.64,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228396TBRBD,90237.09,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
228398TBR,95795.0,manual_check,VERIFIED,2,8.1,2026-08-09,
2298.80,2857.0,manual_check,VERIFIED,1,0.0,2026-08-09,
23.30.40.40.06.001,3102.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2300V100AB170,22682.0,manual_check,VERIFIED,2,7.7,2026-08-09,
2305V100AB078,18632.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2305V100AB170,21233.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2305V100RB077,41044.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.30.60.06.001,1344.52,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.30.60.56.001,1541.92,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.39.21.01.001,3368.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.39.21.02.001,3212.0,manual_check,VERIFIED,2,31.3,2026-08-09,
231.10.39.21.03.001,4616.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.39.21.03.002,3892.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.39.21.06.001,3207.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.39.21.54.001,2455.22,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.39.60.02.001,2214.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.39.60.06.001,2270.0,manual_check,VERIFIED,2,14.6,2026-08-09,
231.10.39.61.02.001,2224.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.39.61.06.001,2445.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.39.61.09.001,2046.01,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.42.21.01.003,3782.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.42.21.02.001,3140.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.42.21.03.001,3252.02,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.42.21.03.003,4073.0,manual_check,VERIFIED,1,0.0,2026-08-09,
231.10.42.21.03.004,5508.0,manual_check,VERIFIED,2,9.7,2026-08-09,
231.10.42.21.06.001,3580.0,manual_check,VERIFIED,2,6.9,2026-08-09,
231.10.43.22.01.001,3039.79,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.43.22.01.002,4329.69,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.43.52.06.001,3098.25,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.44.50.04.001,2496.14,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.10.44.52.04.001,2759.51,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.15.39.21.51.001,3870.77,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.18.30.20.55.001,4541.41,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.23.39.21.06.001,4840.99,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
231.90.43.22.04.001,4384.31,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
232.021,18789.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.026,25002.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.032,18767.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.18.38.20.01.001,5558.39,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
232.30.38.20.01.001,2627.58,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
232.30.42.21.01.001,3946.0,manual_check,VERIFIED,2,33.7,2026-08-09,
232.30.42.21.01.003,3896.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.30.44.22.01.001,4412.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.30.44.22.03.001,4135.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.30.46.21.01.001,3827.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.30.46.51.01.001,4290.0,manual_check,VERIFIED,1,0.0,2026-08-09,
232.32.42.21.01.003,3179.56,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
232.90.38.20.03.001,3326.19,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
232.90.44.22.03.001,4017.4,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
232.90.46.21.03.001,3507.45,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
233.20.41.21.01.001,3507.45,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
233.30.41.21.01.001,3939.0,manual_check,VERIFIED,2,6.8,2026-08-09,6800.0
233.32.41.21.01.001,11625.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
233.32.41.21.01.002,4147.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
233.60.41.21.03.001,5487.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
233.62.41.21.03.001,4325.86,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
234.026,24387.0,manual_check,VERIFIED,1,0.0,2026-08-09,
234.032,26304.0,manual_check,VERIFIED,1,0.0,2026-08-09,
234.10.39.20.01.001,5468.0,manual_check,VERIFIED,1,0.0,2026-08-09,
234.30.41.21.01.001,4691.0,manual_check,VERIFIED,2,16.3,2026-08-09,
234.30.41.21.03.001,4652.0,manual_check,VERIFIED,2,59.9,2026-08-09,8000.0
234.30.41.21.03.002,5245.0,manual_check,VERIFIED,2,47.2,2026-08-09,
234.32.41.21.01.001,7068.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
234.32.41.21.03.001,7068.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
234.92.41.21.10.001,14601.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
234.93.41.21.99.001,53940.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
234.93.41.21.99.002,60822.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
235.026,20187.0,manual_check,VERIFIED,1,0.0,2026-08-09,
235.032,18768.0,manual_check,VERIFIED,1,0.0,2026-08-09,
235.10.38.20.06.001,5766.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
235.10.38.20.13.001,6324.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,6800.0
235.12.38.20.06.001,5394.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
235.12.38.20.13.001,5952.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
236.050,36535.92,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
238.026,32278.0,manual_check,VERIFIED,1,0.0,2026-08-09,
238.032,35538.0,manual_check,VERIFIED,2,28.0,2026-08-09,
24.10.37.20.02.001,1775.0,manual_check,VERIFIED,1,0.0,2026-08-09,
24.30.38.50.01.001,4217.0,manual_check,VERIFIED,1,0.0,2026-08-09,
24.30.38.50.03.002,4454.0,manual_check,VERIFIED,1,0.0,2026-08-09,
24141,1715.41,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2501.31,1596.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2501.81,1799.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2503.30,2891.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2503.33,3094.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2503.50,2941.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2504.30,2641.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2504.50,3236.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2511.21,1201.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2511.31,1173.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2511.81,1238.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25155000R9585,6678.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25162,3690.52,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2517.30,2016.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2517.50,2288.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2518.30,1985.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2518.50,2038.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2518.80,2100.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2531.80,2930.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2535.80,3354.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25407N,3811.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2541.80,2494.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2542G257NU,4537.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2543C1A7NU,5004.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2551.80,2365.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25558,5845.75,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
25558000RB156,8963.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25600TB,3434.0,manual_check,VERIFIED,2,5.9,2026-08-09,
25600TN,3248.0,manual_check,VERIFIED,2,27.9,2026-08-09,
2561.80,2095.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25610TNL,3557.0,manual_check,VERIFIED,2,4.9,2026-08-09,
2562.80,1745.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25707B,3322.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25707KN,2994.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2571.31,708.0,manual_check,VERIFIED,1,0.0,2026-08-09,
257121,837.0,dealer_crawl,EST,1,0.0,2026-08-18T21:46:30+00:00,
257131,1081.0,dealer_crawl,EST,1,0.0,2026-08-16T06:20:59+00:00,
25717N,3377.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2574,5208.03,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2577.50,1594.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25807KN,3480.0,manual_check,VERIFIED,2,9.9,2026-08-09,
25827KN,3600.0,manual_check,VERIFIED,2,10.0,2026-08-09,5990.0
25870BC,31859.33,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2588422,7617.0,manual_check,VERIFIED,1,0.0,2026-08-09,
25914,6854.67,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
25918OR,144150.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
25978BC,115282.04,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
2599.80,2779.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26.30.40.50.01.001,3265.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26.30.40.50.01.002,3586.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26.30.40.50.02.001,3357.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26.30.40.50.03.001,3348.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26.30.40.50.06.001,3468.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26020ST.OO.D001IN.01.A,19437.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26022BC,51150.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26041TI,88350.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26170ST.OO.D091CR.01,18600.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26231OR,63578.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26231ST,32177.0,manual_check,VERIFIED,2,3.6,2026-08-09,
26237ST,27475.02,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26238CE,84312.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26238OK,48221.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26238OR,80413.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26238ST,39158.0,manual_check,VERIFIED,2,9.9,2026-08-09,
26238TI,35842.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26239BC,95321.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26239OR,85112.0,manual_check,VERIFIED,2,56.6,2026-08-09,
26240BA,120848.0,manual_check,VERIFIED,2,13.7,2026-08-09,
26240BC,128743.0,manual_check,VERIFIED,2,31.1,2026-08-09,
26240CE,113969.0,manual_check,VERIFIED,2,5.3,2026-08-09,
26240OR,83082.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26240ST,53230.0,manual_check,VERIFIED,2,11.3,2026-08-09,
26242OR,148556.69,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26267FS.ZZ.D002CA.02,16668.76,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26320OR,55015.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26325,572.88,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26331OR.OO.1220OR.01,79744.21,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26331ST.OO.1220ST.02,42485.82,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26359,2046.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26393BC,25738.0,manual_check,VERIFIED,2,33.4,2026-08-09,49700.0
26393CR,23380.0,manual_check,VERIFIED,2,5.2,2026-08-09,
26393NB,27472.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26393NR,30853.0,manual_check,VERIFIED,2,16.0,2026-08-09,
26393OR,31098.0,manual_check,VERIFIED,2,4.9,2026-08-09,
26393QT,27403.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26393ST,23037.0,manual_check,VERIFIED,2,8.9,2026-08-09,39700.0
26394BC,62613.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26394OR,57455.0,manual_check,VERIFIED,1,0.0,2026-08-09,
2639W1A0U,6200.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26400IO,18423.18,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26400RO,30056.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26400SO,21096.41,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26400SO.OO.A002CA.01,21855.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26401RO,27475.02,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26405CE.OO.A002CA.02,26505.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26405CG.OO.A004CA.01,27211.96,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26420CD,55438.75,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26420CE,45744.0,manual_check,VERIFIED,2,30.7,2026-08-09,
26420IO,33386.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26420OI,55061.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26420RO,42832.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26420SO,30842.0,manual_check,VERIFIED,2,21.2,2026-08-09,52000.0
26420ST,35275.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26420TI,28102.0,manual_check,VERIFIED,2,10.3,2026-08-09,
26470ST.OO.A027CA.01,19530.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26470ST.OO.A801CR.01,21390.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26574ST,108085.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26586IP,181350.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26595SR,20635.49,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26612TI.OO.D002CA.01,156684.09,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26670ST,156835.2,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
26715OR,84533.0,manual_check,VERIFIED,1,0.0,2026-08-09,
26715ST,46710.0,manual_check,VERIFIED,2,16.1,2026-08-09,
268621,14947.0,manual_check,VERIFIED,2,15.8,2026-08-09,
268622,11731.0,manual_check,VERIFIED,2,1.1,2026-08-09,12500.0
268655,22604.0,manual_check,VERIFIED,2,54.9,2026-08-09,31000.0
27.10.43.50.01.001,3594.0,manual_check,VERIFIED,1,0.0,2026-08-09,
276200,7026.0,manual_check,VERIFIED,2,2.2,2026-08-09,
277200,8779.0,manual_check,VERIFIED,2,18.0,2026-08-09,
278240,8538.0,manual_check,VERIFIED,2,30.4,2026-08-09,7700.0
278241,12128.0,manual_check,VERIFIED,1,0.0,2026-08-09,
278243,15320.0,manual_check,VERIFIED,1,0.0,2026-08-09,
278271,16165.0,manual_check,VERIFIED,2,11.9,2026-08-09,13300.0
278271NG,20353.04,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
278273,16607.0,manual_check,VERIFIED,2,20.1,2026-08-09,
278273NG,19962.71,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,16000.0
278274,12354.0,manual_check,VERIFIED,2,9.2,2026-08-09,9550.0
278275,37422.0,manual_check,VERIFIED,1,0.0,2026-08-09,
278278,40547.0,manual_check,VERIFIED,1,0.0,2026-08-09,
278285RBR,42828.0,manual_check,VERIFIED,1,0.0,2026-08-09,
278289RBR,39055.0,manual_check,VERIFIED,2,35.2,2026-08-09,
278341RBR,17849.0,manual_check,VERIFIED,2,12.7,2026-08-09,
278343RBR,16530.0,manual_check,VERIFIED,2,16.1,2026-08-09,
278344RBR,14865.0,manual_check,VERIFIED,2,22.3,2026-08-09,26000.0
278381RBR,22100.0,manual_check,VERIFIED,1,0.0,2026-08-09,
278383RBR,23942.0,manual_check,VERIFIED,1,0.0,2026-08-09,
278384RBR,19307.0,manual_check,VERIFIED,2,9.8,2026-08-09,
279135RBR,34558.0,manual_check,VERIFIED,1,0.0,2026-08-09,
279138RBR,37241.0,manual_check,VERIFIED,1,0.0,2026-08-09,
279160,7066.0,manual_check,VERIFIED,2,34.3,2026-08-09,
279161,10449.0,manual_check,VERIFIED,2,11.5,2026-08-09,
279163,9462.0,manual_check,VERIFIED,1,0.0,2026-08-09,
279171,14475.0,manual_check,VERIFIED,2,15.0,2026-08-09,15600.0
279171GCB,14773.8,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
279171NG,17732.24,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
279173,13583.0,manual_check,VERIFIED,2,25.8,2026-08-09,12050.0
279173GCH,14773.8,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
279173GST,15039.51,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
279173NG,17564.96,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
279174,10692.0,manual_check,VERIFIED,2,0.7,2026-08-09,
279174NG,10480.19,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
279175,31109.0,manual_check,VERIFIED,1,0.0,2026-08-09,
279178,23103.0,manual_check,VERIFIED,2,1.8,2026-08-09,
279381RBR,20013.0,manual_check,VERIFIED,2,7.3,2026-08-09,
279383RBR,17949.0,manual_check,VERIFIED,2,4.0,2026-08-09,
279384RBR,16874.0,manual_check,VERIFIED,2,9.1,2026-08-09,
28300,1824.0,manual_check,VERIFIED,2,14574.0,2026-08-09,
28303,2695.0,manual_check,VERIFIED,2,1.4,2026-08-09,
