ref,mark_usd,mark_source,confidence,n_sources,spread_pct,as_of,msrp_usd
Q1372520,13430.06,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,20000.0
Q1378420,4611.55,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q1628120,4514.95,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q1658420,22213.84,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2438520,4676.6,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2508410,4737.44,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2515120,5553.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2518140,4835.18,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2538420,4999.68,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2578480,11988.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2588422,9925.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2608442,6691.42,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2618130,4394.03,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2618420,2647.86,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2668143,11584.62,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2668432,8921.88,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2668443,9925.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2702521,9353.2,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2708410,6134.22,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2718110,6664.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2718170,8442.37,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q2782560,17420.33,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3264520,3969.26,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3342520,14386.53,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3348420,9479.5,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3442430,18289.85,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3448111,7307.19,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3448132,15501.77,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3448411,9913.76,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3468110,9646.79,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3468190,5174.69,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3468430,9925.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3572430,14386.53,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3578430,11040.83,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3658110,6133.8,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3788570,10522.35,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3828420,4618.14,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3848422,8773.03,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3858520,7969.76,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3858523,8281.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,11400.0
Q3868520,6196.5,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3878120,5025.09,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3878160,6412.6,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q3878520,4327.39,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q4008520,6722.61,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q4138480,14549.24,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,19600.0
Q6043420,23250.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q9008170,4851.97,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q9028170,6725.99,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q9028180,8476.34,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
Q9028471,7905.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
R10310121Q1P1,930.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
R233801A1B1R1,930.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
R233801A1B1X1,20320.5,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
R32310251L1P1,930.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,18900.0
RB0134,16500.0,manual_check,VERIFIED,1,0.0,2026-08-09,
RB01344A1L1S1,930.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB01347A1F1S1,930.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB0136,20812.0,manual_check,VERIFIED,2,52.9,2026-08-09,
RB01366A1K1S1,4650.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB0137,15581.0,manual_check,VERIFIED,1,0.0,2026-08-09,
RB0138,14099.0,manual_check,VERIFIED,1,0.0,2026-08-09,
RB0138211B1P1,21111.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB0139211G1P1,465.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB0145,12763.0,manual_check,VERIFIED,1,0.0,2026-08-09,
RB0145371G1R1,930.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB0178131B1X1,37803.17,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB1510251B1P1,465.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RB2510371G1P1,465.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
RGR320P,5430.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
S17328101B1X1,465.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
S32320101B1X1,465.0,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAA990,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAK001,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAP010,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAP024,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAP066,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAP868,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAP874,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAP944,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAT980,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAAY005,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SABP001,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SABQ002,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SABR014,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SABR021,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SABR043,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SABW002,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACA001,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACJ002J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACK001,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACK005J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACK015J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACK029J,53.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACK031,47.35,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACK035,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACK038,39.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACL004J,24.55,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACL009J,38.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACM079J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACM092,39.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACM107,39.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACM159,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACM167J,20.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACQ002,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACQ007,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACR002,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACS015,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACV004,15.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACX006,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACX016,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACX023,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SACX088,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADA011,114.58,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADA017,84.17,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADA021,139.71,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADA025,420.31,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADA037,26.31,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADA039,624.08,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADB001,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADL011J,38.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADM001,166.02,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADM007,105.81,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADN001J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADQ005,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADQ011J,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADR003J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADR004J,15.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADR017,70.15,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADR018J,102.89,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADT007,56.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADV006J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADV023,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADV031,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADW006,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADX001,15.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADX005,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADX048,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADY001,15.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ001,16.37,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ017,16.37,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ037,102.89,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ049,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ091J,18.13,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ123,18.13,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ126,20.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ131,139.71,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ143,63.14,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ163,126.85,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ165,130.36,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ180J,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ185,520.68,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ187,520.68,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ188,520.68,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ197,520.68,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ200,520.68,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ201,579.32,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SADZ202,677.9,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAEA001,88.85,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAEA009,70.15,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAEC013J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAEC015J,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAEC017,49.1,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAEN001J,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAEQ980,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAFS058,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA009,481.69,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA061J,66.64,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA111,52.61,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA157,107.56,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA173,34.49,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA174,51.44,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA177J,68.98,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA195,40.33,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA205,368.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA207,368.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA209,420.31,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA211,420.31,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA214,603.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA217,896.45,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA246,205.77,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA259J,73.66,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA263,40.33,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA265,424.41,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA270,79.51,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA281,105.81,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA295,295.09,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGA307,121.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGC001J,52.61,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGD001,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGG003J,29.82,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGG009J,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGG017J,93.53,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGH015J,39.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGJ011J,166.02,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGV005J,19.29,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGV007J,79.51,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGV015J,102.89,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ045J,42.09,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ059J,220.38,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ061J,258.38,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ065J,51.44,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ079J,39.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ095J,77.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ098J,123.93,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAGZ100,144.98,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAHF006,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAHS001,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAJC001,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAJY001,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAKX002,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAKY007,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAPP001J,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAPQ002J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAQC020,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAQD010,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAQD020,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SAQD030,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARA015J,44.43,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB001J,18.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB007J,36.24,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB013J,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB017,863.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB017J,20.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB021J,52.61,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB033,603.57,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB059J,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB065J,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB066J,78.33,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARB068J,115.75,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARC013J,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARC017J,24.55,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARD015,1582.15,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARF007J,39.16,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARF011J,158.42,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARF015J,192.32,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARF023,444.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARG009J,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARG013J,258.97,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARH001,18.13,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARJ005,246.69,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARJ007,19.87,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARJ010,892.14,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARR005J,104.06,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SART001,47.35,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SART003,16.95,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARV001,15.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARV004,20.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARV006,20.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARW021,53.78,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARW029,66.64,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARW061,1843.1,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARW065,51.44,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX001J,156.08,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX013J,208.69,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX021J,53.2,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX033,279.43,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX037,350.75,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX043,248.44,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX071J,35.07,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX075,279.43,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX083,572.88,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX085,805.5,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX085J,112.24,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX097,370.47,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX105,118.08,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX115,174.21,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX119,104.06,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX121,395.76,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX126,769.04,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX132,91.2,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARX135,101.71,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY001,26.89,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY005,20.46,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY023J,22.79,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY024J,24.55,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY052J,127.44,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY056,42.68,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY062,56.7,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY064,51.44,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY073,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY093,339.48,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY105,191.15,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY123,288.65,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY147,30.98,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY161,285.94,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY163J,21.05,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY169,159.59,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY174,42.09,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
SARY177,191.15,engine_median,DERIVED,1,0.0,2026-09-06T23:07:09.964344+00:00,
