ref,engine_mark_usd,confidence_0_100,n_obs,sold_share,dispersion_pct,newest_days,method,as_of
WSTA0107,3508.81,34,1,0.0,0.0,18.8,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGA023,11718.0,33,4,0.0,21.8,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
SBGA403G,135.62,33,3,0.0,22.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
131.10.36.20.06.001,2953.51,33,2,0.0,1.9,14.5,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
179174GBKC,6709.0,33,2,0.0,4.4,8.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
25827KN,3273.62,33,2,0.0,7.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
324.30.38.50.03.001,3273.71,33,2,0.0,4.9,6.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
A10390361L1S1,3437.44,33,2,0.0,5.7,4.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
IW328201,4878.39,33,2,0.0,6.6,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBDC207,38.59,33,2,0.0,7.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBGX007,1100.62,33,2,0.0,2.2,14.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBPX067,18.7,33,2,0.0,4.5,8.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SCDP019,16.37,33,2,0.0,6.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SCDP025J,16.37,33,2,0.0,6.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SCJC019,16.37,33,2,0.0,6.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SCJV001,16.37,33,2,0.0,6.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SWDL117J,16.37,33,2,0.0,6.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
W1006554,1227.61,33,2,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
W1010844,2104.47,33,2,0.0,6.5,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
W3140023,1496.86,33,2,0.0,2.3,14.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
WSTA0052,3390.54,33,2,0.0,6.6,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
1110U000PB,18063.36,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
116261,8476.34,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
118209,22684.36,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
12000201,12159.15,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
1205V100AB590,14848.2,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
131.10.25.60.56.001,1647.64,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
15053,4570.88,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
212.30.41.20.03.001,2800.07,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
212.30.44.50.01.001,3198.64,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
310.63.42.50.01.001,15315.86,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
343.506,11691.5,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
3570,14029.79,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
37121A001,121591.55,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
3810BR929Z,13269.84,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
41128IVPC,5739.46,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
4220,2918.3,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
434.13.30.60.53.001,988.96,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
43807,4224.78,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
4500V110AB483,20460.12,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
5026,15836.66,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
50519,9822.09,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
5167A001,74241.0,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
554425,514.43,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
5968R001,127750.47,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
674275,262.53,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
76100,11020.5,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
A173751C1B1A1,4673.97,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
A173751C1B1S1,4493.95,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
AB0178121G1X1,9515.08,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
E823107A1O1S1,3953.9,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
E823108A1B1S1,3953.9,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
HAB004J,1870.17,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
IW323603,3415.16,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
IW326802,3034.51,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
IW353603,3197.65,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
M57231,1307.32,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
PB0178121B1X1,14851.24,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
Q1378420,4611.55,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
Q4008520,6722.61,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
RB0178131B1X1,37803.17,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SARB017,863.87,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SARZ045,77.16,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SAST019,955.19,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBDB007J,346.07,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBEK005,43.25,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGA427,5394.0,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGA521,11697.38,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGE255G,4271.02,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGE307G,7329.28,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGH359,5481.65,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGR059,1929.1,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGV221,1511.33,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGW267,3536.68,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGW269,3536.68,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGX295,1766.07,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBSA225,212.21,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBXC015,559.18,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBXC181,1309.51,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SCBS029,695.56,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SCED019,20.46,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SCED027,28.64,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SDGA007J,65.47,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SDKS031,1277.02,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB371,1674.0,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRJB013,20.46,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRRY001,88.85,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDT047,18.7,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH002,19.29,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSQW007,132.12,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVM016,67.23,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVN032,46.77,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVV020J,216.29,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF265J,1652.57,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF267J,2111.03,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF274J,3493.5,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF275J,2111.03,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF277J,2701.32,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF279J,3691.0,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF347J,4851.04,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF349J,4851.04,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF374J,3901.92,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF375J,2952.81,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF379J,4956.49,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF381J,2478.25,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGF385G,3954.65,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGK007,3849.2,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGK009,3585.55,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
STGK013,7434.74,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWCW008J,254.29,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWCW020,330.28,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWCW031,279.43,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWCW043,114.58,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWCW045,114.58,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWCW085,559.44,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWDL147J,39.16,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWFA133,64.3,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWFA143J,123.35,33,1,0.0,0.0,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SWFH024J,28.64,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SZSB024,165.44,33,1,0.0,0.0,21.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
W31015M7,1681.04,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
WSTA0072,3098.25,33,1,0.0,0.0,22.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
215.32.44.21.06.001,7440.0,32,4,0.0,23.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
A17377211C1A1,3986.16,32,3,0.0,23.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
SSVW111J,51.44,32,3,0.0,22.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 4",2026-09-15T23:53:11.785896+00:00
STPX023J,25.72,32,3,0.0,20.5,8.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 3",2026-09-15T23:53:11.785896+00:00
118399BR,44533.97,32,2,0.0,8.2,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
126281RBR,23890.91,32,2,0.0,7.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
126333G,16095.12,32,2,0.0,7.9,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
126503G,26539.7,32,2,0.0,1.8,20.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
128348RBR,60051.77,32,2,0.0,7.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
131.20.25.60.02.002,5394.0,32,2,0.0,7.8,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
1625,7337.44,32,2,0.0,8.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
168622,6547.24,32,2,0.0,4.3,10.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
18206,35340.0,32,2,0.0,8.5,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
220.12.41.21.06.001,5022.0,32,2,0.0,8.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
434.10.28.60.03.001,1933.84,32,2,0.0,8.3,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
681006,2620.87,32,2,0.0,8.3,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SADR004J,15.78,32,2,0.0,8.5,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SARV001,15.78,32,2,0.0,8.5,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SARX085,720.18,32,2,0.0,5.6,6.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBDF001J,21.05,32,2,0.0,7.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBEQ011,28.64,32,2,0.0,8.4,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBGJ233,4747.66,32,2,0.0,7.9,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBGW281,3755.69,32,2,0.0,7.7,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
SBXC001,735.46,32,2,0.0,6.3,4.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 2",2026-09-15T23:53:11.785896+00:00
116243NGBK,16376.33,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
118239A,26773.53,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
126334GBL,14486.23,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
126509GBK,49341.67,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
15018,7333.76,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
178274NG,12977.56,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
26020ST.OO.D001IN.01.A,19437.0,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
329.32.44.51.06.001,6184.5,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
3807,4774.66,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
4000U000RB516,20686.2,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
5197BA1598,7891.76,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
5204P011,212200.64,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
522.20.42.30.01.001,5904.21,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
6000T000RB,55671.07,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
6028,9464.25,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
AB01381E1G1P1,8183.07,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
IW458312,1636.81,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
IW459306,3089.23,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
Q3448111,7307.19,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SADX048,19.29,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SAGV007J,79.51,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBBN042,328.53,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBDC119,701.49,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGA279,2520.05,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGA301,2545.08,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGJ239,6696.0,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBGM021,2795.25,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBLA099J,18.13,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBQD221,21.05,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBXB063,559.16,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBXC006,91.2,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SBXC079,798.07,32,1,0.0,0.0,24.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SCDQ005J,16.37,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB121,455.7,32,1,0.0,0.0,23.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSC813,464.07,32,1,0.0,0.0,25.1,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
